filename,fileid,speaker,speechnumber,type_of_speech,sentence,sentence token,sentence character offset begin,sentence character offset end,annotated text,conflict_party_appraisal_target,attitude,polarity,appraisal character offset,attitude target,conflict_party_specific_appraisal_target,target_type,id annotated attitude,target relation ID,ID attitude,ID attitude target,relations_comp
UNSC_2014_SPV.7219_spch009_sentsplit_Australia.txt,UNSC_2014_SPV.7219_spch009,Australia,9,pre-written,It must end its provocations and any support for separatist forces .,"['It', 'is', 'time', 'for', 'the', 'international', 'community', 'to', 'stand', 'as', 'one', 'to', 'ensure', 'that', 'those', 'responsible', 'for', 'that', 'tragic', 'crime', 'are', 'held', 'to', 'account', 'and', 'to', 'make', 'every', 'effort', 'to', 'bring', 'to', 'an', 'end', 'the', 'violence', 'and', 'destabilization', 'in', 'Ukraine']",4958,5180,separatist forces,Other,judgement,negative,"(3958, 3975)",forces,Individuals or groups,explicit,1015,1043.0,1015,1016.0,"[1043, [1015, 'separatist forces'], [1016, 'forces']]"
UNSC_2014_SPV.7219_spch009_sentsplit_Australia.txt,UNSC_2014_SPV.7219_spch009,Australia,9,pre-written, We owe it to the victims of this tragedy and their families to unequivocally establish the facts behind the incident and to find out exactly what happened and who is responsible.,"['It', 'is', 'time', 'for', 'the', 'international', 'community', 'to', 'stand', 'as', 'one', 'to', 'ensure', 'that', 'those', 'responsible', 'for', 'that', 'tragic', 'crime', 'are', 'held', 'to', 'account', 'and', 'to', 'make', 'every', 'effort', 'to', 'bring', 'to', 'an', 'end', 'the', 'violence', 'and', 'destabilization', 'in', 'Ukraine']",4958,5180,tragedy,implicit,appreciation,negative,"(949, 956)",implicit,implicit,implicit,1018,,1018,,"[None, [1018, 'tragedy'], [None, 'None']]"
UNSC_2014_SPV.7219_spch009_sentsplit_Australia.txt,UNSC_2014_SPV.7219_spch009,Australia,9,pre-written,Safe access must also be provided to allow fro the recovery of the bodies of those who lost their lives in the tragedy.,"['It', 'is', 'time', 'for', 'the', 'international', 'community', 'to', 'stand', 'as', 'one', 'to', 'ensure', 'that', 'those', 'responsible', 'for', 'that', 'tragic', 'crime', 'are', 'held', 'to', 'account', 'and', 'to', 'make', 'every', 'effort', 'to', 'bring', 'to', 'an', 'end', 'the', 'violence', 'and', 'destabilization', 'in', 'Ukraine']",4958,5180,tragedy,implicit,appreciation,negative,"(465, 472)",implicit,implicit,implicit,1019,,1019,,"[None, [1019, 'tragedy'], [None, 'None']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,I would like to thank Mr. Jeffrey Feltman for his briefing on the latest events in Ukraine and for expressing the constant willingness of the Secretary-General to contribute to peace and dialogue.,"['I', 'would', 'like', 'to', 'thank', 'Mr', '.', 'Jeffrey', 'Feltman', 'for', 'his', 'briefing', 'on', 'the', 'latest', 'events', 'in', 'Ukraine', 'and', 'for', 'expressing', 'the', 'constant', 'willingness', 'of', 'the', 'Secretary-General', 'to', 'contribute', 'to', 'peace', 'and', 'dialogue', '.']",0,196,I would like to thank,Other,affect,positive,"(0, 21)",Mr. Jeffrey Feltman for his briefing,Diplomatic courtesy,explicit,438,468.0,438,452.0,"[468, [438, 'I would like to thank'], [452, 'Mr. Jeffrey Feltman for his briefing']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,"The Government and the people of Argentina express their profound sadness, pain, solidarity and deepest condolences to the families of the victims of yesterday's tragic Malaysia Airlines crash.","['The', 'Government', 'and', 'the', 'people', 'of', 'Argentina', 'express', 'their', 'profound', 'sadness', ',', 'pain', ',', 'solidarity', 'and', 'deepest', 'condolences', 'to', 'the', 'families', 'of', 'the', 'victims', 'of', ""yesterday's"", 'tragic', 'Malaysia', 'Airlines', 'crash', '.']",198,391,"express their profound sadness, pain, solidarity and deepest condolences",Other,affect,negative,"(241, 313)",to the families of the victims of yesterday's tragic Malaysia Airlines crash.,Airplane accident,explicit,439,469.0,439,453.0,"[469, [439, 'express their profound sadness, pain, solidarity and deepest condolences'], [453, ""to the families of the victims of yesterday's tragic Malaysia Airlines crash.""]]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,We also express our condolences to the people and the Government of Ukraine and to the Governments and the peoples of the other countries whose citizens lost their lives.,"['We', 'also', 'express', 'our', 'condolences', 'to', 'the', 'people', 'and', 'the', 'Government', 'of', 'Ukraine', 'and', 'to', 'the', 'Governments', 'and', 'the', 'peoples', 'of', 'the', 'other', 'countries', 'whose', 'citizens', 'lost', 'their', 'lives', '.']",392,562,We also express our condolences,Other,affect,negative,"(392, 423)",to the people and the Government of Ukraine and to the Governments and the peoples of the other countries whose citizens lost their lives.,Airplane accident,explicit,440,470.0,440,454.0,"[470, [440, 'We also express our condolences'], [454, 'to the people and the Government of Ukraine and to the Governments and the peoples of the other countries whose citizens lost their lives.']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,"In particular, we ask that our colleagues among the Permanent Representatives of the countries whose citizens were aboard that flight convey our condolences to the families, especially to those who saw the hopes for their children's futures extinguished.","['In', 'particular', ',', 'we', 'ask', 'that', 'our', 'colleagues', 'among', 'the', 'Permanent', 'Representatives', 'of', 'the', 'countries', 'whose', 'citizens', 'were', 'aboard', 'that', 'flight', 'convey', 'our', 'condolences', 'to', 'the', 'families', ',', 'especially', 'to', 'those', 'who', 'saw', 'the', 'hopes', 'for', 'their', ""children's"", 'futures', 'extinguished', '.']",563,817,convey our condolences to,Other,affect,negative,"(697, 722)",the families,Airplane accident,explicit,441,471.0,441,455.0,"[471, [441, 'convey our condolences to'], [455, 'the families']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,"Although it is not today's topic, I should like to say that, while there had been encouraging indications that the crisis in Ukraine was entering a phase of waning tension, fears that violent confrontation would continue have not dissipated.","['Although', 'it', 'is', 'not', ""today's"", 'topic', ',', 'I', 'should', 'like', 'to', 'say', 'that', ',', 'while', 'there', 'had', 'been', 'encouraging', 'indications', 'that', 'the', 'crisis', 'in', 'Ukraine', 'was', 'entering', 'a', 'phase', 'of', 'waning', 'tension', ',', 'fears', 'that', 'violent', 'confrontation', 'would', 'continue', 'have', 'not', 'dissipated', '.']",1148,1389,crisis,Other,appreciation,negative,"(1263, 1269)",crisis,Situation in Ukraine ,explicit,442,473.0,442,457.0,"[473, [442, 'crisis'], [457, 'crisis']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,"Although it is not today's topic, I should like to say that, while there had been encouraging indications that the crisis in Ukraine was entering a phase of waning tension, fears that violent confrontation would continue have not dissipated.","['Although', 'it', 'is', 'not', ""today's"", 'topic', ',', 'I', 'should', 'like', 'to', 'say', 'that', ',', 'while', 'there', 'had', 'been', 'encouraging', 'indications', 'that', 'the', 'crisis', 'in', 'Ukraine', 'was', 'entering', 'a', 'phase', 'of', 'waning', 'tension', ',', 'fears', 'that', 'violent', 'confrontation', 'would', 'continue', 'have', 'not', 'dissipated', '.']",1148,1389,was entering a phase of waning tension,Other,appreciation,positive,"(1281, 1319)",crisis,Situation in Ukraine ,explicit,443,474.0,443,457.0,"[474, [443, 'was entering a phase of waning tension'], [457, 'crisis']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,"But the topic today does involve calling once again for the armed groups to cease their violence and demanding that they halt unilateral actions and their violations and trampling of human rights, which do nothing but deepen the crisis and worsen the situation, especially for the civilian population and for the innocent.","['But', 'the', 'topic', 'today', 'does', 'involve', 'calling', 'once', 'again', 'for', 'the', 'armed', 'groups', 'to', 'cease', 'their', 'violence', 'and', 'demanding', 'that', 'they', 'halt', 'unilateral', 'actions', 'and', 'their', 'violations', 'and', 'trampling', 'of', 'human', 'rights', ',', 'which', 'do', 'nothing', 'but', 'deepen', 'the', 'crisis', 'and', 'worsen', 'the', 'situation', ',', 'especially', 'for', 'the', 'civilian', 'population', 'and', 'for', 'the', 'innocent', '.']",1390,1712,"which do nothing but deepen the crisis and worsen the situation, especially for the civilian population and for the innocent",Other,judgement,negative,"(1587, 1711)",groups,Individuals or groups,explicit,444,479.0,444,461.0,"[479, [444, 'which do nothing but deepen the crisis and worsen the situation, especially for the civilian population and for the innocent'], [461, 'groups']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,These are sad and difficult times.,"['These', 'are', 'sad', 'and', 'difficult', 'times', '.']",2072,2106,are sad and difficult times,Other,appreciation,negative,"(2078, 2105)",These,Airplane accident,explicit,445,476.0,445,460.0,"[476, [445, 'are sad and difficult times'], [460, 'These']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,"This is a time for sorrow, reflection and an urgent search for the truth behind the incident to determine those responsible.","['This', 'is', 'a', 'time', 'for', 'sorrow', ',', 'reflection', 'and', 'an', 'urgent', 'search', 'for', 'the', 'truth', 'behind', 'the', 'incident', 'to', 'determine', 'those', 'responsible', '.']",2256,2380,"is a time for sorrow, reflection and an urgent search for the truth",Other,appreciation,positive,"(2261, 2328)",This,Airplane accident,explicit,446,483.0,446,467.0,"[483, [446, 'is a time for sorrow, reflection and an urgent search for the truth'], [467, 'This']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,,"['This', 'is', 'a', 'time', 'for', 'sorrow', ',', 'reflection', 'and', 'an', 'urgent', 'search', 'for', 'the', 'truth', 'behind', 'the', 'incident', 'to', 'determine', 'those', 'responsible', '.']",2256,2380,severity of this event,Other,appreciation,negative,"(823, 845)",event,Airplane accident,explicit,447,472.0,447,456.0,"[472, [447, 'severity of this event'], [456, 'event']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,The severity of this event clearly demands action.,"['This', 'is', 'a', 'time', 'for', 'sorrow', ',', 'reflection', 'and', 'an', 'urgent', 'search', 'for', 'the', 'truth', 'behind', 'the', 'incident', 'to', 'determine', 'those', 'responsible', '.']",2256,2380,We will not,Other,affect,negative,"(2147, 2158)",join in using the language of geopolitical disputes.,Something said in the debate,explicit,448,480.0,448,464.0,"[480, [448, 'We will not'], [464, 'join in using the language of geopolitical disputes.']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,We will not join in a pointless blame game.,"['This', 'is', 'a', 'time', 'for', 'sorrow', ',', 'reflection', 'and', 'an', 'urgent', 'search', 'for', 'the', 'truth', 'behind', 'the', 'incident', 'to', 'determine', 'those', 'responsible', '.']",2256,2380,We will not,Other,affect,negative,"(2212, 2223)",join in a pointless blame game.,Something said in the debate,explicit,449,481.0,449,465.0,"[481, [449, 'We will not'], [465, 'join in a pointless blame game.']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written,We will not join in a pointless blame game.,"['This', 'is', 'a', 'time', 'for', 'sorrow', ',', 'reflection', 'and', 'an', 'urgent', 'search', 'for', 'the', 'truth', 'behind', 'the', 'incident', 'to', 'determine', 'those', 'responsible', '.']",2256,2380,pointless blame game,Other,appreciation,negative,"(2234, 2254)",game,Something said in the debate,explicit,450,482.0,450,466.0,"[482, [450, 'pointless blame game'], [466, 'game']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written," But the topic today does involve calling once again for the armed groups to cease their violence and demanding that they halt unilateral actions and their violations and trampling of human rights,   which do nothing but deepen the crisis and worsen the situation, especially for the civilian population and for the innocent .","['This', 'is', 'a', 'time', 'for', 'sorrow', ',', 'reflection', 'and', 'an', 'urgent', 'search', 'for', 'the', 'truth', 'behind', 'the', 'incident', 'to', 'determine', 'those', 'responsible', '.']",2256,2380,armed groups,Other,judgement,negative,"(1450, 1462)",groups,Individuals or groups,explicit,451,477.0,451,461.0,"[477, [451, 'armed groups'], [461, 'groups']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written," Although it is not today's topic, I should like to say that, while there had been encouraging indications that the crisis in Ukraine   was entering a phase of waning tension , fears that violent confrontation would continue have not dissipated.","['This', 'is', 'a', 'time', 'for', 'sorrow', ',', 'reflection', 'and', 'an', 'urgent', 'search', 'for', 'the', 'truth', 'behind', 'the', 'incident', 'to', 'determine', 'those', 'responsible', '.']",2256,2380,I should like,Other,affect,positive,"(1182, 1195)",to say,Something said in the debate,explicit,458,475.0,458,459.0,"[475, [458, 'I should like'], [459, 'to say']]"
UNSC_2014_SPV.7219_spch013_sentsplit_Argentina.txt,UNSC_2014_SPV.7219_spch013,Argentina,13,pre-written," But the topic today does involve calling once again for the armed groups to cease their violence and demanding that they halt unilateral actions and their violations and trampling of human rights,   which do nothing but deepen the crisis and worsen the situation, especially for the civilian population and for the innocent .","['This', 'is', 'a', 'time', 'for', 'sorrow', ',', 'reflection', 'and', 'an', 'urgent', 'search', 'for', 'the', 'truth', 'behind', 'the', 'incident', 'to', 'determine', 'those', 'responsible', '.']",2256,2380,crisis,Other,appreciation,negative,"(1619, 1625)",crisis,Situation in Ukraine ,explicit,462,478.0,462,463.0,"[478, [462, 'crisis'], [463, 'crisis']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"I thank you, Madam President, for this opportunity to speak before the Security Council.","['I', 'thank', 'you', ',', 'Madam', 'President', ',', 'for', 'this', 'opportunity', 'to', 'speak', 'before', 'the', 'Security', 'Council', '.']",0,88,I thank you,Other,affect,positive,"(0, 11)","Madam President, for this opportunity to speak before the Security Council.",Diplomatic courtesy,explicit,1778,1871.0,1778,1828.0,"[1871, [1778, 'I thank you'], [1828, 'Madam President, for this opportunity to speak before the Security Council.']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,I thank Council members for understanding the critical situation in Ukraine and for their support.,"['I', 'thank', 'Council', 'members', 'for', 'understanding', 'the', 'critical', 'situation', 'in', 'Ukraine', 'and', 'for', 'their', 'support', '.']",89,187,I thank,Other,affect,positive,"(89, 96)",Council members for understanding the critical situation in Ukraine and for their support.,Other political actors,explicit,1779,1870.0,1779,1827.0,"[1870, [1779, 'I thank'], [1827, 'Council members for understanding the critical situation in Ukraine and for their support.']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,I thank Council members for understanding the critical situation in Ukraine and for their support.,"['I', 'thank', 'Council', 'members', 'for', 'understanding', 'the', 'critical', 'situation', 'in', 'Ukraine', 'and', 'for', 'their', 'support', '.']",89,187,critical situation,Other,appreciation,negative,"(135, 153)",situation,Situation in Ukraine ,explicit,1780,1873.0,1780,1830.0,"[1873, [1780, 'critical situation'], [1830, 'situation']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Unfortunately, today the celebration is falling under the shadow of aggression and bloodshed in Ukraine.","['Unfortunately', ',', 'today', 'the', 'celebration', 'is', 'falling', 'under', 'the', 'shadow', 'of', 'aggression', 'and', 'bloodshed', 'in', 'Ukraine', '.']",407,511,"Unfortunately,",Russia,affect,negative,"(407, 421)",today the celebration is falling under the shadow of aggression and bloodshed in Ukraine.,Situation in Ukraine ,explicit,1781,1872.0,1781,1829.0,"[1872, [1781, 'Unfortunately,'], [1829, 'today the celebration is falling under the shadow of aggression and bloodshed in Ukraine.']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Unfortunately, today the celebration is falling under the shadow of aggression and bloodshed in Ukraine.","['Unfortunately', ',', 'today', 'the', 'celebration', 'is', 'falling', 'under', 'the', 'shadow', 'of', 'aggression', 'and', 'bloodshed', 'in', 'Ukraine', '.']",407,511,the shadow of aggression and bloodshed,Russia,appreciation,negative,"(461, 499)",celebration,Social movement and elections,explicit,1782,1874.0,1782,1831.0,"[1874, [1782, 'the shadow of aggression and bloodshed'], [1831, 'celebration']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"On the eve of the holiday, terrorists coordinated by agents of the Russian Federation seized control of State buildings in several cities of the Donetsk region.","['On', 'the', 'eve', 'of', 'the', 'holiday', ',', 'terrorists', 'coordinated', 'by', 'agents', 'of', 'the', 'Russian', 'Federation', 'seized', 'control', 'of', 'State', 'buildings', 'in', 'several', 'cities', 'of', 'the', 'Donetsk', 'region', '.']",512,672,terrorists,Other,judgement,negative,"(539, 549)",terrorists,Individuals or groups,explicit,1783,1906.0,1783,1859.0,"[1906, [1783, 'terrorists'], [1859, 'terrorists']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Recently, Mr. Yatsenyuk, the Prime Minister of Ukraine, visited the southern and eastern regions - Donetsk, Lugansk, Kharkiv, Dnepropetrovsk, Odessa * addressing such issues of concern as the language policy and prospects for decentralization of power and constitutional reforms.","['Recently', ',', 'Mr', '.', 'Yatsenyuk', ',', 'the', 'Prime', 'Minister', 'of', 'Ukraine', ',', 'visited', 'the', 'southern', 'and', 'eastern', 'regions', '-', 'Donetsk', ',', 'Lugansk', ',', 'Kharkiv', ',', 'Dnepropetrovsk', ',', 'Odessa', '*', 'addressing', 'such', 'issues', 'of', 'concern', 'as', 'the', 'language', 'policy', 'and', 'prospects', 'for', 'decentralization', 'of', 'power', 'and', 'constitutional', 'reforms', '.']",1759,2038,issues of concern,Other,appreciation,positive,"(1926, 1943)",issues,Situation in Ukraine ,explicit,1784,1876.0,1784,1834.0,"[1876, [1784, 'issues of concern'], [1834, 'issues']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Unfortunately, the efforts of the Government of Ukraine have been severely challenged by recent developments in the eastern regions.","['Unfortunately', ',', 'the', 'efforts', 'of', 'the', 'Government', 'of', 'Ukraine', 'have', 'been', 'severely', 'challenged', 'by', 'recent', 'developments', 'in', 'the', 'eastern', 'regions', '.']",2136,2268,Unfortunately,Ukraine,affect,negative,"(2136, 2149)",the efforts of the Government of Ukraine have been severely challenged by recent developments in the eastern regions.,Country as a political actor (Ukraine),explicit,1785,1877.0,1785,1835.0,"[1877, [1785, 'Unfortunately'], [1835, 'the efforts of the Government of Ukraine have been severely challenged by recent developments in the eastern regions.']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Unfortunately, the efforts of the Government of Ukraine have been severely challenged by recent developments in the eastern regions.","['Unfortunately', ',', 'the', 'efforts', 'of', 'the', 'Government', 'of', 'Ukraine', 'have', 'been', 'severely', 'challenged', 'by', 'recent', 'developments', 'in', 'the', 'eastern', 'regions', '.']",2136,2268,severely challenged,Ukraine,appreciation,negative,"(2202, 2221)",the efforts of the Government of Ukraine,Agreements and solutions,explicit,1786,1907.0,1786,1860.0,"[1907, [1786, 'severely challenged'], [1860, 'the efforts of the Government of Ukraine']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"According to Ukrainian intelligence data, during the past month and a half in the eastern regions of Ukraine, agents of the Russian special services embarked on large-scale operations to seize power and destabilize the situation, threatening the lives of citizens of Ukraine, for the purpose of separating those regions from our country.","['According', 'to', 'Ukrainian', 'intelligence', 'data', ',', 'during', 'the', 'past', 'month', 'and', 'a', 'half', 'in', 'the', 'eastern', 'regions', 'of', 'Ukraine', ',', 'agents', 'of', 'the', 'Russian', 'special', 'services', 'embarked', 'on', 'large-scale', 'operations', 'to', 'seize', 'power', 'and', 'destabilize', 'the', 'situation', ',', 'threatening', 'the', 'lives', 'of', 'citizens', 'of', 'Ukraine', ',', 'for', 'the', 'purpose', 'of', 'separating', 'those', 'regions', 'from', 'our', 'country', '.']",2270,2607,"embarked on large-scale operations to seize power and destabilize the situation, threatening",Russia,judgement,negative,"(2419, 2511)",agents of the Russian special services,Russian Authorities,explicit,1787,1878.0,1787,1836.0,"[1878, [1787, 'embarked on large-scale operations to seize power and destabilize the situation, threatening'], [1836, 'agents of the Russian special services']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"According to Ukrainian intelligence data, during the past month and a half in the eastern regions of Ukraine, agents of the Russian special services embarked on large-scale operations to seize power and destabilize the situation, threatening the lives of citizens of Ukraine, for the purpose of separating those regions from our country.","['According', 'to', 'Ukrainian', 'intelligence', 'data', ',', 'during', 'the', 'past', 'month', 'and', 'a', 'half', 'in', 'the', 'eastern', 'regions', 'of', 'Ukraine', ',', 'agents', 'of', 'the', 'Russian', 'special', 'services', 'embarked', 'on', 'large-scale', 'operations', 'to', 'seize', 'power', 'and', 'destabilize', 'the', 'situation', ',', 'threatening', 'the', 'lives', 'of', 'citizens', 'of', 'Ukraine', ',', 'for', 'the', 'purpose', 'of', 'separating', 'those', 'regions', 'from', 'our', 'country', '.']",2270,2607,purpose of separating,Russia,judgement,negative,"(2554, 2575)",agents of the Russian special services,Russian Authorities,explicit,1788,1879.0,1788,1836.0,"[1879, [1788, 'purpose of separating'], [1836, 'agents of the Russian special services']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,Russia has not only been constantly increasing the number of its troops deployed along the Ukrainian border but it has also been sending subversive groups into Ukrainian regions in order to destabilize the situation.,"['Russia', 'has', 'not', 'only', 'been', 'constantly', 'increasing', 'the', 'number', 'of', 'its', 'troops', 'deployed', 'along', 'the', 'Ukrainian', 'border', 'but', 'it', 'has', 'also', 'been', 'sending', 'subversive', 'groups', 'into', 'Ukrainian', 'regions', 'in', 'order', 'to', 'destabilize', 'the', 'situation', '.']",2818,3034,not only been constantly increasing the number of its troops deployed along the Ukrainian border but it has also been sending subversive groups into Ukrainian regions in order to destabilize the situation.,Russia,judgement,negative,"(2829, 3034)",Russia,Country as a political actor (Russia),explicit,1789,1880.0,1789,1837.0,"[1880, [1789, 'not only been constantly increasing the number of its troops deployed along the Ukrainian border but it has also been sending subversive groups into Ukrainian regions in order to destabilize the situation.'], [1837, 'Russia']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Such specially designated groups, made up of 10 to 20 members of the special forces, primarily from the main intelligence directorate or general staff of the armed forces of the Russian Federation, infiltrated Ukrainian territory with the task of forming and organizing military combat units.","['Such', 'specially', 'designated', 'groups', ',', 'made', 'up', 'of', '10', 'to', '20', 'members', 'of', 'the', 'special', 'forces', ',', 'primarily', 'from', 'the', 'main', 'intelligence', 'directorate', 'or', 'general', 'staff', 'of', 'the', 'armed', 'forces', 'of', 'the', 'Russian', 'Federation', ',', 'infiltrated', 'Ukrainian', 'territory', 'with', 'the', 'task', 'of', 'forming', 'and', 'organizing', 'military', 'combat', 'units', '.']",3035,3327,infiltrated Ukrainian territory with the task of forming and organizing military combat units,Russia,judgement,negative,"(3233, 3326)",specially designated groups,Russian Authorities,explicit,1790,1881.0,1790,1838.0,"[1881, [1790, 'infiltrated Ukrainian territory with the task of forming and organizing military combat units'], [1838, 'specially designated groups']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Ukraine has strong evidence of the involvement of the Russian special service forces, as was mentioned in a statement the Minister for Foreign Affairs of Ukraine made public early today.","['Ukraine', 'has', 'strong', 'evidence', 'of', 'the', 'involvement', 'of', 'the', 'Russian', 'special', 'service', 'forces', ',', 'as', 'was', 'mentioned', 'in', 'a', 'statement', 'the', 'Minister', 'for', 'Foreign', 'Affairs', 'of', 'Ukraine', 'made', 'public', 'early', 'today', '.']",3328,3514,the involvement of the Russian special service forces,Russia,judgement,negative,"(3359, 3412)",Russian special service forces,Russian Authorities,explicit,1791,1882.0,1791,1839.0,"[1882, [1791, 'the involvement of the Russian special service forces'], [1839, 'Russian special service forces']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"The detention of Russian citizen members of subversive groups coordinated by the Russian federal security services and military intelligence is carried out on a daily basis by the security services of Ukraine, yielding the following facts, which are just a few out of dozens.","['The', 'detention', 'of', 'Russian', 'citizen', 'members', 'of', 'subversive', 'groups', 'coordinated', 'by', 'the', 'Russian', 'federal', 'security', 'services', 'and', 'military', 'intelligence', 'is', 'carried', 'out', 'on', 'a', 'daily', 'basis', 'by', 'the', 'security', 'services', 'of', 'Ukraine', ',', 'yielding', 'the', 'following', 'facts', ',', 'which', 'are', 'just', 'a', 'few', 'out', 'of', 'dozens', '.']",3515,3790,subversive groups,Other,judgement,negative,"(3559, 3576)",groups,Individuals or groups,explicit,1792,1883.0,1792,1840.0,"[1883, [1792, 'subversive groups'], [1840, 'groups']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,The Russian saboteur who was about to seize such strategic facilities as the Kakhovka hydroelectric power plant was detained in the region of Herson.,"['The', 'Russian', 'saboteur', 'who', 'was', 'about', 'to', 'seize', 'such', 'strategic', 'facilities', 'as', 'the', 'Kakhovka', 'hydroelectric', 'power', 'plant', 'was', 'detained', 'in', 'the', 'region', 'of', 'Herson', '.']",3935,4084,saboteur,Russia,judgement,negative,"(3947, 3955)",Russian,Russian political actor,explicit,1793,1885.0,1793,1842.0,"[1885, [1793, 'saboteur'], [1842, 'Russian']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written," On 8 April, Russian citizen Maria Koleda, who fulfilled intelligence service tasks to destabilize in eastern Ukraine, was detained in Herson.","['The', 'Russian', 'saboteur', 'who', 'was', 'about', 'to', 'seize', 'such', 'strategic', 'facilities', 'as', 'the', 'Kakhovka', 'hydroelectric', 'power', 'plant', 'was', 'detained', 'in', 'the', 'region', 'of', 'Herson', '.']",3935,4084,to destabilize,Russia,judgement,negative,"(3875, 3889)",Russian citizen Maria Koleda,Russian political actor,explicit,1794,1884.0,1794,1841.0,"[1884, [1794, 'to destabilize'], [1841, 'Russian citizen Maria Koleda']]"
